f1,ref,pred
0.8421052631578948,全国_JJ/人大_NN/常委会_NN/副委员长_NN/曹志_NR/主持_VV/了_AS/会议_NN/。_PU ,全_DT/国_NN/人大_NN/常委会_NN/副委员长_NN/曹志_NR/主持_VV/了_AS/会议_NN/。_PU 
0.9411764705882353,"天津_NR/汽车_NN/集团_NN/公司_NN/引进_VV/日本_NR/丰田_NR/汽车_NN/公司_NN/最新_JJ/车型_NN/和_CC/先进_JJ/生产_NN/技术_NN/的_DEC/“_PU/夏利_NR/2000_NT/”_PU/新_JJ/款_M/轿车_NN/,_PU/昨天_NT/正式_AD/下线_VV/。_PU ","天津_NR/汽车_NN/集团_NN/公司_NN/引进_VV/日本_NR/丰田_NR/汽车_NN/公司_NN/最新_JJ/车型_NN/和_CC/先进_JJ/生产_NN/技术_NN/的_DEC/“_PU/夏利_NR/2000_NT/”_PU/新款_JJ/轿车_NN/,_PU/昨天_NT/正式_AD/下线_VV/。_PU "
1.0,"作为_P/小型_JJ/高档_JJ/轿车_NN/其_PN/动力_NN/性能_NN/居于_VV/同_DT/类型_NN/车_NN/的_DEG/领先_JJ/地位_NN/,_PU/代表_VV/了_AS/当代_NT/汽车_NN/技术_NN/国际_NN/先进_JJ/水平_NN/,_PU/售价_NN/12.2万_CD/到_CC/12.3万_CD/之间_LC/。_PU ","作为_P/小型_JJ/高档_JJ/轿车_NN/其_PN/动力_NN/性能_NN/居于_VV/同_DT/类型_NN/车_NN/的_DEG/领先_JJ/地位_NN/,_PU/代表_VV/了_AS/当代_NT/汽车_NN/技术_NN/国际_NN/先进_JJ/水平_NN/,_PU/售价_NN/12.2万_CD/到_CC/12.3万_CD/之间_LC/。_PU "
0.909090909090909,"美国_NR/总统_NN/克林顿_NR/13号_NT/起程_VV/前往_VV/亚洲_NR/,_PU/准备_VV/出席_VV/他_PN/担任_VV/总统_NN/任内_NN/最后_JJ/一_CD/次_M/的_DEG/亚太_NR/经济_NN/合作_NN/会议_NN/高峰会_NN/,_PU/同时_AD/他_PN/也_AD/将_AD/成为_VV/越南_NR/统一_VV/后_LC/第一_OD/位_M/前往_VV/当地_NN/访问_VV/的_DEC/美国_NR/总统_NN/。_PU ","美国_NR/总统_NN/克林顿_NR/13号_NT/起程_VV/前往_VV/亚洲_NR/,_PU/准备_VV/出席_VV/他_PN/担任_VV/总统_NN/任内_NN/最后_JJ/一_CD/次_M/的_DEG/亚太_NR/经济_NN/合作_NN/会议_NN/高峰会_NN/,_PU/同时_AD/他_PN/也_AD/将_AD/成为_VV/越南_NR/统一_VV/后_LC/第一_OD/"
0.8787878787878788,"虽然_CS/美国_NR/因为_P/总统_NN/大选_NN/结果_NN/迟迟_AD/未_AD/能_VV/出炉_VV/,_PU/全_DT/国_NN/陷入_VV/一_CD/阵_M/混乱_NN/当中_LC/,_PU/不过_AD/克林顿_NR/仍然_AD/前往_VV/文莱_NR/,_PU/出席_VV/在_P/11月_NT/15号_NT/到_CC/16号_NT/的_DEG/亚太_NR/经合_NN/会议_NN/高峰会_NN/。_PU ","虽然_CS/美国_NR/因为_P/总统_NN/大选_NN/结果_NN/迟迟_AD/未_AD/能_VV/出炉_VV/,_PU/全国_NN/陷入_VV/一_CD/阵_M/混乱_NN/当中_LC/,_PU/不过_AD/克林顿_NR/仍然_AD/前往_VV/文莱_NR/,_PU/出席_VV/在_P/11月_NT/15号_NT/到_CC/16号_NT/的_DEG/亚太_NR/经合_"
1.0,同时_AD/他_PN/也_AD/将_AD/分别_AD/和_P/俄罗斯_NR/、_PU/南韩_NR/、_PU/日本_NR/跟_CC/中共_NR/的_DEG/领导人_NN/进行_VV/会晤_NN/。_PU ,同时_AD/他_PN/也_AD/将_AD/分别_AD/和_P/俄罗斯_NR/、_PU/南韩_NR/、_PU/日本_NR/跟_CC/中共_NR/的_DEG/领导人_NN/进行_VV/会晤_NN/。_PU 
1.0,"高峰会_NN/后_LC/克林顿_NR/还_AD/将_AD/前往_VV/越南_NR/进行_VV/三_CD/天_M/历史性_JJ/访问_NN/行程_NN/,_PU/推动_VV/美国_NR/与_CC/越南_NR/这_DT/个_M/前_JJ/敌国_NN/之间_LC/的_DEG/关系_NN/,_PU/处理_VV/越战_NR/的_DEG/伤痕_NN/。_PU ","高峰会_NN/后_LC/克林顿_NR/还_AD/将_AD/前往_VV/越南_NR/进行_VV/三_CD/天_M/历史性_JJ/访问_NN/行程_NN/,_PU/推动_VV/美国_NR/与_CC/越南_NR/这_DT/个_M/前_JJ/敌国_NN/之间_LC/的_DEG/关系_NN/,_PU/处理_VV/越战_NR/的_DEG/伤痕_NN/。_PU "
0.7575757575757577,"为_P/苏建何_NR/案_NN/奔走_VV/将近_AD/10_CD/年_M/的_DEC/苏建何_NR/的_DEG/父亲_NN/苏春常_NR/今天_NT/下午_NT/因为_P/肺癌_NN/病逝_VV/台大_NR/医院_NN/,_PU/苏建何_NR/的_DEG/家人_NN/还有_CC/朋友_NN/为_P/他_PN/举行_VV/了_AS/简单_VA/的_DEC/追思会_NN/,_PU/同时_AD/也_AD/希望_VV/在_VV/监狱_NN/当中_LC/的_DEC/苏建何_NR/要_VV/继续_VV/坚持_VV/下去_VV/,","为_P/苏建何_NR/案_NN/奔走_VV/将近_AD/10_CD/年_M/的_DEC/苏建何_NR/的_DEG/父亲_NN/苏春常_NR/今天_NT/下午_NT/因为_P/肺癌_NN/病逝_VV/台大_NR/医院_NN/,_PU/苏建何_NR/的_DEG/家人_NN/还_AD/有_VE/朋友_NN/为_P/他_PN/举行_VV/了_AS/简单_VA/的_"
0.7777777777777779,"这_DT/个_M/月_NN/13号_NT/苏建何_NR/获准_VV/到_VV/医院_NN/探视_VV/病危_VV/的_DEC/父亲_NN/,_PU/时隔_VV/半_CD/个_M/月_NN/苏_NR/爸爸_NN/因为_P/肺癌_NN/在_P/下午_NT/病逝_VV/,_PU/亲友们_NN/获悉_VV/消息_NN/之后_LC/聚_VV/在一起_AD/追思_VV/这_DT/位_M/奔走_VV/10_CD/年_M/却_AD/再_AD/也_AD/没有_VE/机会_NN/看到_VV/自己_PN/儿子_NN/平反_VV/的_","这_DT/个_M/月_NN/13号_NT/苏建何_NR/获准_VV/到_VV/医院_NN/探视_VV/病危_NN/的_DEC/父亲_NN/,_PU/时隔_VV/半_CD/个_M/月_NN/苏_NR/爸爸_NN/因为_P/肺癌_NN/在_P/下午_NT/病逝_VV/,_PU/亲友们_NN/获悉_VV/消息_NN/之后_LC/聚_VV/在一起_AD/追思_VV"
0.9545454545454546,"“_PU/今天_NT/爸_NN/过世_VV/了_AS/,_PU/我_PN/是_VC/希望_VV/他_PN/要_VV/坚强_VA/,_PU/如果_CS/他_PN/要_VV/倒_VV/的话_SP/那_PN/就_AD/是_VC/辜负_VV/我_PN/爸_NN/的_DEG/心意_NN/。_PU/”_PU ","“_PU/今天_NT/爸_NN/过世_VV/了_SP/,_PU/我_PN/是_VC/希望_VV/他_PN/要_VV/坚强_VA/,_PU/如果_CS/他_PN/要_VV/倒_VV/的话_SP/那_PN/就_AD/是_VC/辜负_VV/我_PN/爸_NN/的_DEG/心意_NN/。_PU/”_PU "
0.8292682926829269,曾经_AD/说_VV/过_AS/等到_VV/苏建何_NR/案_NN/告一段落_VV/才_AD/会_VV/放心_AD/倒下_VV/的_DEC/苏春常_NR/如今_NT/却_AD/再_AD/也_AD/无法_AD/站_VV/起来_VV/。_PU ,曾经_AD/说_VV/过_AS/等到_P/苏建何案_NN/告一段落_VV/才_AD/会_VV/放心_VV/倒下_VV/的_DEC/苏春常_NR/如今_NT/却_AD/再_AD/也_AD/无法_AD/站_VV/起来_VV/。_PU 
0.9361702127659574,"除了_P/希望_VV/苏建何_NR/坚持_VV/下去_VV/,_PU/亲友们_NN/今晚_NT/也_AD/将_AD/为_P/苏_NR/爸爸_NN/守夜_VV/,_PU/代替_VV/苏建何_NR/陪_VV/他_PN/走_VV/完_VV/最后_JJ/一_CD/段_M/路_NN/。_PU ","除了_P/希望_VV/苏建何_NR/坚持_VV/下去_VV/,_PU/亲友们_NN/今晚_NT/也_AD/将_AD/为_P/苏_NR/爸爸_NN/守夜_VV/,_PU/代替_VV/苏建何_NR/陪_VV/他_PN/走完_VV/最后_JJ/一_CD/段_M/路_NN/。_PU "
0.9811320754716981,"加拿大_NR/自由党_NR/总理_NN/克雷蒂安_NR/在_P/议会_NN/占_VV/绝大多数_CD/的_DEC/政府_NN/在_P/星期一_NT/选举_NN/中_LC/,_PU/大获全胜_VV/,_PU/当选_VV/连任_VV/,_PU/各_DT/地区_NN/反对党_NN/获得_VV/的_DEC/选票_NN/互_AD/有_VE/差异_NN/。_PU ","加拿大_NR/自由党_NR/总理_NN/克雷蒂安_NR/在_P/议会_NN/占_VV/绝大多数_CD/的_DEG/政府_NN/在_P/星期一_NT/选举_NN/中_LC/,_PU/大获全胜_VV/,_PU/当选_VV/连任_VV/,_PU/各_DT/地区_NN/反对党_NN/获得_VV/的_DEC/选票_NN/互_AD/有_VE/差异_NN/。_PU "
1.0,请_VV/听_VV/美国_NR/之_DEG/音_NN/记者_NN/麦卡洛克_NR/从_P/温哥华_NR/发来_VV/的_DEC/报道_NN/。_PU ,请_VV/听_VV/美国_NR/之_DEG/音_NN/记者_NN/麦卡洛克_NR/从_P/温哥华_NR/发来_VV/的_DEC/报道_NN/。_PU 
0.8076923076923077,"克雷蒂安_NR/总理_NN/在_P/加拿大_NR/议会_NN/众议院_NN/301_CD/个_M/席位_NN/中_LC/赢得_VV/了_AS/173_CD/席_M/,_PU/四_CD/个_M/反对党_NN/分别_AD/赢得_VV/了_AS/其余_DT/的_DEG/128_CD/席_M/,_PU/议会_NN/正式_JJ/反对党_NN/加拿大_NR/改良党_NR/赢得_VV/了_AS/66_CD/席_M/,_PU/在_P/议会_NN/中_LC/占_VV/第二_OD/位_NN/。_PU ","克雷蒂安_NR/总理_NN/在_P/加拿大_NR/议会_NN/众议院_NN/301_CD/个_M/席位_NN/中_LC/赢得_VV/了_AS/173_CD/席_NN/,_PU/四_CD/个_M/反对党_NN/分别_AD/赢得_VV/了_AS/其余_DT/的_DEG/128_CD/席_NN/,_PU/议会_NN/正式_AD/反对党_NN/加拿大_NR/改良党_NR/赢得_VV/"
0.8648648648648649,右翼_NN/改良党_NR/从_P/西部_NN/迈迷托巴_NR/、_PU/萨斯彻切温_NR/、_PU/阿尔伯塔_NR/和_CC/不列颠_NR/哥伦比亚_NR/四_CD/个_M/省_NN/赢得_VV/了_AS/多数_CD/席位_NN/。_PU ,右翼_NN/改良党_NN/从_P/西部_NN/迈迷托巴_NR/、_PU/萨斯彻切温_NR/、_PU/阿尔伯塔_NR/和_CC/不列颠哥伦比亚_NR/四_CD/个_M/省_NN/赢得_VV/了_AS/多数_CD/席位_NN/。_PU 
0.9375,"奎北克_NR/集团_NN/赢得_VV/了_AS/保守_JJ/的_DEC/奎北克_NR/议会_NN/的_DEG/37_CD/个_M/议席_NN/,_PU/奎北克_NR/集团_NN/争取_VV/奎北克_NR/脱离_VV/加拿大_NR/。_PU ","奎北克_NR/集团_NN/赢得_VV/了_AS/保守_VA/的_DEC/奎北克_NR/议会_NN/的_DEG/37_CD/个_M/议席_NN/,_PU/奎北克_NR/集团_NN/争取_VV/奎北克_NR/脱离_VV/加拿大_NR/。_PU "
0.9142857142857143,"左派_NN/新民主党_NR/赢得_VV/了_AS/13_CD/席_M/,_PU/获得_VV/了_AS/加拿大_NR/西部_NN/和_CC/东部_NN/省份_NN/选民_NN/的_DEG/支持_NN/。_PU ","左派_NN/新_JJ/民主党_NR/赢得_VV/了_AS/13_CD/席_M/,_PU/获得_VV/了_AS/加拿大_NR/西部_NN/和_CC/东部_NN/省份_NN/选民_NN/的_DEG/支持_NN/。_PU "
1.0,"一度_AD/强大_VA/的_DEC/进步_NN/保守党_NN/,_PU/现在_NT/只_AD/占有_VV/12_CD/个_M/席位_NN/,_PU/大部分_CD/是_VC/从_P/东部_NN/的_DEG/纽芬兰_NR/、_PU/新斯科舍_NR/和_CC/新布伦瑞克省_NR/获得_VV/的_DEC/。_PU ","一度_AD/强大_VA/的_DEC/进步_NN/保守党_NN/,_PU/现在_NT/只_AD/占有_VV/12_CD/个_M/席位_NN/,_PU/大部分_CD/是_VC/从_P/东部_NN/的_DEG/纽芬兰_NR/、_PU/新斯科舍_NR/和_CC/新布伦瑞克省_NR/获得_VV/的_DEC/。_PU "
0.8474576271186439,"改良党_NR/领袖_NN/斯托科维尔·戴_NR/希望_VV/赢得_VV/加拿大_NR/中部_NN/和_CC/东部_NN/省份_NN/的_DEG/选票_NN/,_PU/感到_VV/失望_NN/的_DEC/斯托科维尔·戴_NR/说_VV/:_PU/他_PN/会_VV/同_P/自由党_NR/政府_NN/合作_VV/,_PU/可是_AD/必要_JJ/时_LC/将_AD/表示_VV/反对_NN/。_PU ","改良党_NR/领袖_NN/斯托科维尔·戴_NR/希望_VV/赢得_VV/加拿大_NR/中部_NN/和_CC/东部_NN/省份_NN/的_DEG/选票_NN/,_PU/感到_VV/失望_VV/的_DEC/斯托科维尔·戴_NR/说_VV/:_PU/他_PN/会同_P/自由党_NR/政府_NN/合作_VV/,_PU/可是_AD/必要_VA/时_LC/将_AD/表示_VV"
0.8923076923076922,"斯托科维尔·戴_NR/说_VV/:_PU/“_PU/克雷蒂安_NR/赢得_VV/了_AS/统治_NN/的_DEC/权利_NN/和_CC/信任_NN/,_PU/我_PN/将_AD/继续_VV/以_P/反对党_NN/领袖_NN/的_DEG/身份_NN/在_P/我_PN/认为_VV/有利于_VV/国家_NN/的_DEC/问题_NN/上_LC/与_P/政府_NN/合作_VV/,_PU/在_P/我_PN/认为_VV/不利于_VV/国家_NN/的_DEC/问题_NN/上_LC/反对_VV/他_PN/。_PU/”_PU ","斯托科维尔·戴_NR/说_VV/:_PU/“_PU/克雷蒂安_NR/赢得_VV/了_AS/统治_NN/的_DEG/权利_NN/和_CC/信任_NN/,_PU/我_PN/将_AD/继续_VV/以_P/反对党_NN/领袖_NN/的_DEG/身份_NN/在_P/我_PN/认为_VV/有利于_VV/国家_NN/的_DEC/问题_NN/上_LC/与_P/政府_NN/合作_"
0.9508196721311476,"保守派_NN/领袖_NN/克拉克_NR/觉得_VV/加拿大_NR/按_P/地区_NN/存在_VV/分裂_NN/,_PU/他_PN/希望_VV/,_PU/政治_NN/不_AD/会_VV/损害_VV/加拿大_NR/的_DEG/团结_NN/一致_NN/,_PU/克拉克_NR/曾_AD/在_P/1979_NT/和_CC/1980年_NT/担任_VV/过_AS/9_CD/个_M/月_NN/的_DEG/加拿大_NR/总理_NN/。_PU ","保守派_NN/领袖_NN/克拉克_NR/觉得_VV/加拿大_NR/按_P/地区_NN/存在_VV/分裂_NN/,_PU/他_PN/希望_VV/,_PU/政治_NN/不_AD/会_VV/损害_VV/加拿大_NR/的_DEG/团结_NN/一致_NN/,_PU/克拉克_NR/曾_AD/在_P/1979_NT/和_CC/1980年_NT/担任_VV/过_AS/9_CD/个_M/月_NN/的"
0.8437499999999999,"克拉克_NR/说_VV/:_PU/“_PU/我们_PN/的_DEG/国家_NN/仍旧_AD/存在_VV/着_AS/巨大_VA/的_DEC/分裂_NN/,_PU/新_JJ/议会_NN/仍旧_AD/反映_VV/出_VV/这些_DT/分裂_NN/现象_NN/,_PU/搞_VV/分化_NN/政治_NN/仍旧_AD/是_VC/一_CD/个_M/非常_AD/巨大_VA/的_DEC/诱惑_NN/,_PU/不论_CS/是_VC/东西方_NN/,_PU/或_CC/贫富_NN/之间_LC/,_PU/或_CC/英语_NN/和_CC/法语","克拉克_NR/说_VV/:_PU/“_PU/我们_PN/的_DEG/国家_NN/仍旧_AD/存在_VV/着_AS/巨大_VA/的_DEC/分裂_NN/,_PU/新_JJ/议会_NN/仍旧_AD/反映_VV/出_VV/这些_DT/分裂_NN/现象_NN/,_PU/搞_VV/分化_NN/政治_NN/仍旧_AD/是_VC/一_CD/个_M/非常_AD/巨大_VA/的_"
0.8999999999999999,"”_PU/维多利亚_NR/大学_NN/政治学家_NN/蔡分斯_NR/说_VV/:_PU/“_PU/反对党_NN/之间_LC/的_DEG/合作_NN/或许_AD/不_AD/会_VV/出现_VV/,_PU/尤其_AD/在_P/保守党_NR/和_CC/联盟党_NR/之间_LC/,_PU/联盟党_NR/主要_AD/是_VC/由_P/脱离_VV/保守党_NR/的_DEC/人_NN/组成_VV/的_SP/。_PU/”_PU ","”_PU/维多利亚_NR/大学_NN/政治学家_NN/蔡分斯_NR/说_VV/:_PU/“_PU/反对党_NN/之间_LC/的_DEG/合作_NN/或许_AD/不_AD/会_VV/出现_VV/,_PU/尤其_AD/在_P/保守党_NR/和_CC/联盟党_NR/之间_LC/,_PU/联盟党_NR/主要_AD/是_VC/由_P/脱离_VV/保守党_NR/的_DEC/人_"
0.8852459016393442,"蔡分斯_NR/说_VV/:_PU/“_PU/他们_PN/彼此_PN/之间_LC/就_AD/象_P/疯狗_NN/一样_VA/的_DEV/斗_VV/,_PU/他们_PN/相互_AD/仇视_VV/,_PU/保守党_NR/和_CC/联盟党_NR/彼此_PN/怀有_VV/巨大_JJ/怨恨_NN/,_PU/一_CD/方_M/要_VV/毁灭_VV/另外_DT/一_CD/方_NN/,_PU/因此_AD/他们_PN/不_AD/会_VV/合作_VV/。_PU ","蔡分斯_NR/说_VV/:_PU/“_PU/他们_PN/彼此_PN/之间_LC/就_AD/象_P/疯狗_NN/一样_VA/的_DEV/斗_VV/,_PU/他们_PN/相互_AD/仇视_VV/,_PU/保守党_NR/和_CC/联盟党_NR/彼此_PN/怀有_VV/巨大_JJ/怨恨_NN/,_PU/一_CD/方_NN/要_VV/毁灭_VV/另外_DT/一_CD/方"
0.9152542372881356,"魁北克_NR/集团_NN/是_VC/一_CD/个_M/矢志_VV/要_VV/使_VV/魁北克_NR/成为_VV/主权_JJ/国家_NN/的_DEC/分离主义_NN/党派_NN/,_PU/因此_AD/除了_P/怨恨_VV/自由党_NR/之外_LC/,_PU/他们_PN/与_P/其它_DT/政党_NN/有_VE/共同_JJ/的_DEG/利益_NN/。_PU/”_PU ","魁北克_NR/集团_NN/是_VC/一_CD/个_M/矢志_NN/要_VV/使_VV/魁北克_NR/成为_VV/主权_NN/国家_NN/的_DEG/分离主义_NN/党派_NN/,_PU/因此_AD/除了_P/怨恨_VV/自由党_NR/之外_LC/,_PU/他们_PN/与_P/其它_DT/政党_NN/有_VE/共同_JJ/的_DEG/利益_NN/。_PU/”_PU "
1.0,"蔡分斯_NR/说_VV/:_PU/“_PU/加拿大_NR/会_VV/从_P/当前_NT/的_DEG/议会_NN/中_LC/生存_VV/,_PU/因为_P/地区性_JJ/党派_NN/一直_AD/是_VC/加拿大_NR/政治_NN/的_DEG/一_CD/部分_NN/,_PU/对_P/国家_NN/团结_NN/没有_VE/损害_NN/。_PU/”_PU ","蔡分斯_NR/说_VV/:_PU/“_PU/加拿大_NR/会_VV/从_P/当前_NT/的_DEG/议会_NN/中_LC/生存_VV/,_PU/因为_P/地区性_JJ/党派_NN/一直_AD/是_VC/加拿大_NR/政治_NN/的_DEG/一_CD/部分_NN/,_PU/对_P/国家_NN/团结_NN/没有_VE/损害_NN/。_PU/”_PU "
1.0,"奎北克_NR/集团_NN/失去_VV/了_AS/七_CD/个_M/席位_NN/,_PU/蔡分斯_NR/说_VV/:_PU/“_PU/这_PN/可能_VV/是_VC/一_CD/个_M/迹象_NN/,_PU/说明_VV/分离主义_NN/运动_NN/已经_AD/被_SB/削弱_VV/。_PU/”_PU ","奎北克_NR/集团_NN/失去_VV/了_AS/七_CD/个_M/席位_NN/,_PU/蔡分斯_NR/说_VV/:_PU/“_PU/这_PN/可能_VV/是_VC/一_CD/个_M/迹象_NN/,_PU/说明_VV/分离主义_NN/运动_NN/已经_AD/被_SB/削弱_VV/。_PU/”_PU "
